MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
94.95,Male,0.00,No,No,2.00,Fiber optic,No,Month-to-month,No,Yes
35.30,Male,0.00,No,No,7.00,DSL,No,One year,No,No
44.55,Female,0.00,No,Yes,12.00,DSL,No,Month-to-month,Yes,Yes
76.75,Male,0.00,Yes,Yes,59.00,DSL,Yes,One year,No,No
81.00,Male,0.00,Yes,Yes,61.00,DSL,No,Two year,Yes,No
105.55,Male,0.00,Yes,Yes,72.00,Fiber optic,No,Two year,Yes,No
18.80,Female,0.00,Yes,Yes,13.00,No,No internet service,Month-to-month,No,No
24.90,Female,0.00,Yes,Yes,64.00,No,No internet service,One year,No,No
23.45,Male,0.00,Yes,No,1.00,DSL,No,Month-to-month,Yes,Yes
64.90,Female,0.00,No,No,10.00,DSL,Yes,One year,No,No
61.35,Female,0.00,Yes,Yes,65.00,DSL,Yes,One year,No,No
113.95,Female,0.00,Yes,No,62.00,Fiber optic,Yes,Two year,No,No
90.15,Female,0.00,Yes,No,55.00,DSL,Yes,One year,Yes,No
54.10,Female,0.00,Yes,No,25.00,DSL,Yes,Month-to-month,No,No
29.70,Male,0.00,No,No,1.00,DSL,No,Month-to-month,No,Yes
49.80,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,No
101.10,Female,0.00,Yes,No,59.00,Fiber optic,Yes,Month-to-month,No,Yes
24.40,Male,1.00,Yes,Yes,64.00,No,No internet service,Two year,Yes,No
95.00,Male,0.00,Yes,No,36.00,Fiber optic,No,Month-to-month,Yes,No
50.65,Female,0.00,No,No,3.00,DSL,No,Month-to-month,Yes,Yes
69.90,Male,0.00,Yes,No,61.00,DSL,No,Two year,Yes,No
39.95,Male,0.00,No,Yes,26.00,DSL,Yes,One year,Yes,No
55.40,Female,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
90.60,Female,1.00,Yes,No,1.00,Fiber optic,Yes,Month-to-month,Yes,Yes
103.25,Male,0.00,Yes,Yes,68.00,Fiber optic,Yes,Two year,Yes,No
86.85,Male,1.00,Yes,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
94.25,Female,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
47.05,Female,0.00,Yes,No,71.00,DSL,No,Two year,Yes,No
20.55,Male,0.00,No,No,57.00,No,No internet service,Two year,No,No
19.65,Male,0.00,No,No,4.00,No,No internet service,Month-to-month,Yes,No
70.20,Female,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,No
81.00,Male,0.00,Yes,Yes,72.00,DSL,Yes,Two year,No,No
75.90,Male,0.00,Yes,Yes,21.00,DSL,No,One year,Yes,No
24.70,Female,0.00,Yes,Yes,71.00,No,No internet service,Two year,No,No
99.05,Female,1.00,Yes,No,29.00,Fiber optic,No,Month-to-month,Yes,Yes
110.25,Female,1.00,No,No,69.00,Fiber optic,No,Two year,No,No
85.00,Female,0.00,Yes,No,64.00,DSL,No,Two year,Yes,No
19.75,Male,0.00,No,No,16.00,No,No internet service,Month-to-month,No,No
23.90,Female,0.00,No,No,4.00,No,No internet service,One year,No,No
111.25,Female,0.00,No,No,52.00,Fiber optic,Yes,One year,Yes,Yes
55.10,Male,0.00,No,No,2.00,DSL,No,Month-to-month,Yes,Yes
19.95,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
25.15,Male,0.00,No,No,18.00,DSL,No,Month-to-month,No,No
54.15,Female,0.00,No,No,2.00,DSL,Yes,Month-to-month,No,No
59.80,Female,0.00,Yes,No,19.00,DSL,Yes,Month-to-month,Yes,No
83.85,Female,0.00,No,No,40.00,Fiber optic,No,Month-to-month,No,No
104.90,Female,1.00,Yes,Yes,66.00,Fiber optic,Yes,One year,Yes,No
75.30,Male,0.00,No,No,21.00,Fiber optic,No,Month-to-month,No,No
66.65,Male,0.00,No,No,8.00,DSL,Yes,Month-to-month,Yes,No
109.50,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
73.85,Female,0.00,No,No,48.00,DSL,Yes,One year,Yes,No
19.30,Male,0.00,No,No,69.00,No,No internet service,Two year,Yes,No
118.20,Male,0.00,No,No,72.00,Fiber optic,Yes,Two year,Yes,No
51.45,Female,0.00,No,No,14.00,DSL,Yes,One year,No,No
59.45,Male,0.00,No,No,6.00,DSL,Yes,Month-to-month,No,No
19.50,Female,0.00,Yes,Yes,8.00,No,No internet service,Two year,No,No
19.55,Female,0.00,No,No,17.00,No,No internet service,One year,No,No
93.55,Male,0.00,No,No,65.00,Fiber optic,No,One year,No,No
59.30,Female,0.00,Yes,Yes,57.00,DSL,No,One year,Yes,No
102.25,Male,0.00,Yes,No,13.00,Fiber optic,No,Month-to-month,Yes,Yes
95.90,Male,1.00,No,No,19.00,Fiber optic,No,Month-to-month,Yes,Yes
109.80,Female,0.00,Yes,No,56.00,Fiber optic,Yes,One year,No,No
78.10,Female,0.00,Yes,No,14.00,Fiber optic,No,Month-to-month,Yes,No
39.90,Male,0.00,Yes,No,52.00,DSL,No,Month-to-month,Yes,No
64.90,Female,0.00,No,No,58.00,DSL,Yes,Two year,Yes,No
95.05,Female,1.00,No,No,47.00,Fiber optic,Yes,Month-to-month,Yes,Yes
53.40,Female,0.00,No,No,67.00,DSL,No,Month-to-month,Yes,No
24.90,Male,0.00,No,No,2.00,DSL,No,Month-to-month,Yes,No
44.70,Male,1.00,No,No,6.00,DSL,No,Month-to-month,No,No
114.00,Male,0.00,Yes,Yes,71.00,Fiber optic,Yes,Two year,Yes,No
20.25,Female,0.00,Yes,Yes,46.00,No,No internet service,Two year,No,No
53.85,Female,0.00,No,No,5.00,DSL,No,Month-to-month,No,Yes
83.85,Male,1.00,Yes,No,67.00,Fiber optic,Yes,Month-to-month,No,No
20.20,Male,0.00,No,Yes,3.00,No,No internet service,Month-to-month,No,No
19.95,Female,0.00,No,No,3.00,No,No internet service,Month-to-month,No,No
104.20,Male,1.00,Yes,No,52.00,Fiber optic,No,Month-to-month,Yes,Yes
50.25,Female,0.00,Yes,No,42.00,DSL,No,Month-to-month,Yes,Yes
20.35,Male,0.00,Yes,Yes,50.00,No,No internet service,One year,Yes,No
90.00,Male,1.00,Yes,No,23.00,Fiber optic,Yes,Month-to-month,Yes,No
54.20,Female,0.00,Yes,Yes,67.00,DSL,Yes,Two year,No,No
99.50,Female,0.00,No,No,25.00,Fiber optic,Yes,Month-to-month,Yes,Yes
99.10,Female,1.00,Yes,No,39.00,Fiber optic,Yes,One year,No,No
66.90,Female,0.00,No,No,69.00,DSL,Yes,Two year,Yes,No
25.85,Female,0.00,No,No,1.00,DSL,No,One year,No,No
91.05,Male,0.00,No,No,32.00,Fiber optic,No,Month-to-month,No,No
71.00,Female,0.00,No,No,9.00,Fiber optic,No,Month-to-month,No,Yes
93.20,Female,0.00,No,No,16.00,Fiber optic,Yes,Month-to-month,Yes,Yes
20.95,Male,0.00,Yes,Yes,60.00,No,No internet service,Two year,Yes,No
109.20,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
19.35,Male,0.00,Yes,No,5.00,No,No internet service,Month-to-month,No,Yes
85.80,Female,1.00,No,No,26.00,Fiber optic,No,Month-to-month,Yes,No
19.85,Male,0.00,No,No,3.00,No,No internet service,Month-to-month,No,Yes
19.65,Male,0.00,No,No,2.00,No,No internet service,Month-to-month,Yes,No
20.50,Female,0.00,No,Yes,2.00,No,No internet service,One year,No,No
89.65,Female,0.00,No,No,36.00,DSL,No,One year,Yes,No
74.35,Male,0.00,No,No,7.00,Fiber optic,No,Month-to-month,No,No
49.45,Female,1.00,Yes,No,60.00,DSL,Yes,Two year,Yes,No
89.10,Female,0.00,Yes,No,19.00,Fiber optic,Yes,Month-to-month,Yes,No
75.15,Male,1.00,Yes,No,45.00,DSL,No,Two year,No,No
70.65,Male,1.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,No
104.20,Female,0.00,Yes,Yes,31.00,Fiber optic,No,Month-to-month,Yes,Yes
90.05,Male,0.00,Yes,Yes,47.00,Fiber optic,No,Month-to-month,No,No
79.25,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
44.90,Female,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
19.40,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
88.75,Female,1.00,Yes,Yes,59.00,Fiber optic,No,Month-to-month,Yes,No
70.10,Male,0.00,Yes,No,10.00,Fiber optic,No,Month-to-month,Yes,Yes
91.00,Male,1.00,No,No,35.00,Fiber optic,No,Month-to-month,No,No
29.65,Male,0.00,No,No,4.00,DSL,No,Month-to-month,Yes,Yes
90.80,Male,0.00,Yes,Yes,32.00,Fiber optic,Yes,One year,Yes,No
77.85,Male,0.00,No,No,43.00,Fiber optic,Yes,Month-to-month,Yes,Yes
54.30,Male,0.00,No,No,4.00,DSL,No,Month-to-month,No,Yes
18.95,Female,1.00,Yes,No,54.00,No,No internet service,Two year,Yes,No
95.15,Female,1.00,No,No,11.00,Fiber optic,No,Month-to-month,Yes,Yes
102.40,Female,1.00,No,No,66.00,Fiber optic,No,Two year,Yes,No
99.90,Male,0.00,Yes,Yes,61.00,Fiber optic,No,One year,Yes,No
88.70,Male,0.00,Yes,Yes,72.00,DSL,Yes,Two year,No,No
54.30,Male,0.00,Yes,Yes,44.00,DSL,No,One year,Yes,No
55.70,Male,0.00,No,No,41.00,DSL,No,Month-to-month,Yes,No
103.95,Male,0.00,Yes,No,50.00,Fiber optic,No,One year,Yes,No
110.85,Male,0.00,Yes,No,47.00,Fiber optic,No,One year,Yes,Yes
20.15,Male,0.00,Yes,Yes,8.00,No,No internet service,Two year,No,No
20.05,Male,0.00,No,No,18.00,No,No internet service,Month-to-month,No,No
91.95,Male,0.00,Yes,Yes,72.00,DSL,Yes,Two year,Yes,No
80.50,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
55.65,Female,1.00,No,No,42.00,DSL,No,Month-to-month,No,No
74.70,Female,1.00,No,No,18.00,Fiber optic,Yes,Month-to-month,Yes,No
104.15,Female,0.00,No,Yes,13.00,Fiber optic,Yes,One year,Yes,No
83.65,Female,0.00,Yes,Yes,68.00,Fiber optic,Yes,One year,Yes,No
72.20,Male,0.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,Yes
110.05,Male,0.00,No,No,69.00,Fiber optic,Yes,Two year,Yes,No
51.50,Male,0.00,No,No,17.00,DSL,No,Month-to-month,No,Yes
25.50,Male,0.00,Yes,Yes,25.00,No,No internet service,Two year,No,No
89.55,Male,1.00,No,No,43.00,Fiber optic,No,Month-to-month,Yes,Yes
19.50,Female,0.00,Yes,Yes,59.00,No,No internet service,Two year,No,No
80.70,Female,1.00,No,No,5.00,Fiber optic,Yes,Month-to-month,No,No
77.50,Male,0.00,Yes,Yes,21.00,DSL,Yes,One year,No,Yes
105.10,Female,0.00,Yes,Yes,69.00,Fiber optic,Yes,One year,Yes,No
25.15,Male,0.00,No,No,13.00,DSL,No,Month-to-month,Yes,No
95.25,Male,0.00,Yes,No,42.00,Fiber optic,Yes,Month-to-month,Yes,Yes
95.65,Male,0.00,Yes,No,52.00,Fiber optic,Yes,Month-to-month,Yes,No
85.00,Male,1.00,No,No,46.00,Fiber optic,No,Month-to-month,No,Yes
80.80,Male,0.00,Yes,No,61.00,DSL,Yes,Two year,Yes,No
24.85,Male,0.00,No,No,29.00,DSL,No,One year,Yes,No
54.75,Female,0.00,No,Yes,25.00,DSL,Yes,One year,Yes,No
85.75,Female,0.00,Yes,Yes,5.00,Fiber optic,No,Month-to-month,Yes,Yes
50.75,Male,0.00,No,No,15.00,DSL,No,One year,No,No
20.15,Female,0.00,Yes,Yes,19.00,No,No internet service,Two year,No,No
20.05,Male,0.00,No,No,44.00,No,No internet service,Two year,No,No
98.25,Female,1.00,No,No,6.00,Fiber optic,Yes,Month-to-month,Yes,Yes
71.60,Male,0.00,Yes,Yes,58.00,DSL,Yes,Two year,No,No
81.45,Male,0.00,Yes,Yes,62.00,Fiber optic,Yes,One year,Yes,No
58.40,Female,0.00,Yes,Yes,70.00,DSL,Yes,One year,Yes,No
25.70,Female,1.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
53.70,Male,0.00,Yes,Yes,10.00,DSL,Yes,Two year,No,No
19.60,Male,0.00,No,No,26.00,No,No internet service,One year,Yes,No
89.40,Male,0.00,No,No,66.00,Fiber optic,Yes,Month-to-month,No,No
69.00,Female,0.00,Yes,Yes,7.00,Fiber optic,No,Month-to-month,Yes,Yes
84.20,Male,0.00,Yes,Yes,51.00,Fiber optic,Yes,One year,No,No
106.10,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
25.75,Male,0.00,No,No,65.00,No,No internet service,Two year,No,No
46.05,Male,0.00,No,No,2.00,DSL,No,Month-to-month,No,Yes
64.95,Male,0.00,No,Yes,70.00,DSL,Yes,One year,No,No
85.45,Male,0.00,Yes,No,72.00,DSL,Yes,Two year,Yes,No
20.05,Female,0.00,Yes,Yes,1.00,No,No internet service,Month-to-month,No,No
76.40,Female,1.00,Yes,No,1.00,Fiber optic,Yes,Month-to-month,Yes,Yes
100.50,Female,0.00,No,No,5.00,Fiber optic,No,Month-to-month,Yes,Yes
20.70,Male,0.00,No,No,3.00,No,No internet service,Month-to-month,No,No
25.30,Male,0.00,No,No,58.00,No,No internet service,Two year,Yes,No
40.05,Male,1.00,Yes,Yes,22.00,DSL,No,Month-to-month,No,Yes
100.60,Male,1.00,Yes,No,33.00,Fiber optic,Yes,Month-to-month,Yes,No
69.95,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
74.00,Male,1.00,Yes,No,54.00,Fiber optic,No,Month-to-month,No,No
99.40,Male,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
93.30,Male,0.00,No,Yes,1.00,Fiber optic,No,Month-to-month,Yes,Yes
49.15,Male,0.00,No,No,3.00,DSL,No,Month-to-month,Yes,Yes
107.45,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,No,No
83.60,Female,0.00,Yes,Yes,72.00,DSL,Yes,Two year,Yes,No
99.05,Male,1.00,Yes,No,54.00,Fiber optic,No,Month-to-month,Yes,No
80.10,Female,0.00,Yes,No,59.00,DSL,Yes,One year,Yes,No
65.30,Male,0.00,No,No,54.00,DSL,Yes,Two year,Yes,No
89.55,Male,0.00,No,No,60.00,Fiber optic,No,Two year,Yes,No
60.80,Female,0.00,Yes,No,60.00,DSL,Yes,Two year,No,No
74.50,Male,0.00,No,No,3.00,Fiber optic,No,Month-to-month,No,No
99.15,Female,0.00,Yes,No,69.00,Fiber optic,No,Two year,No,No
19.25,Female,0.00,Yes,Yes,1.00,No,No internet service,Month-to-month,No,No
39.45,Male,0.00,Yes,Yes,50.00,DSL,No,Month-to-month,Yes,No
44.85,Female,0.00,No,No,56.00,DSL,No,Month-to-month,Yes,No
97.20,Female,0.00,Yes,No,60.00,Fiber optic,No,Two year,Yes,No
110.55,Male,1.00,Yes,No,69.00,Fiber optic,No,One year,Yes,No
35.05,Female,0.00,No,No,1.00,DSL,No,Month-to-month,No,Yes
73.00,Female,1.00,No,No,1.00,Fiber optic,Yes,Month-to-month,Yes,Yes
19.90,Female,0.00,Yes,No,3.00,No,No internet service,Month-to-month,Yes,No
76.95,Male,0.00,Yes,Yes,60.00,DSL,Yes,Two year,No,No
35.40,Female,0.00,No,No,13.00,DSL,No,Two year,No,No
20.45,Male,0.00,Yes,Yes,62.00,No,No internet service,Two year,No,No
96.75,Female,0.00,No,No,45.00,Fiber optic,Yes,One year,No,No
54.20,Female,0.00,No,No,25.00,DSL,No,One year,No,No
100.10,Male,0.00,No,No,44.00,Fiber optic,No,Two year,No,No
45.25,Female,0.00,No,No,2.00,DSL,No,Month-to-month,Yes,No
83.85,Male,1.00,No,No,33.00,Fiber optic,Yes,Month-to-month,Yes,Yes
70.10,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
20.85,Female,0.00,No,No,22.00,No,No internet service,One year,No,No
33.45,Female,0.00,No,No,35.00,DSL,No,Month-to-month,Yes,No
20.20,Female,0.00,Yes,Yes,29.00,No,No internet service,Two year,No,No
85.90,Male,1.00,Yes,No,27.00,Fiber optic,No,One year,Yes,No
61.00,Male,0.00,No,Yes,54.00,DSL,Yes,One year,Yes,No
70.65,Female,1.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
86.90,Male,0.00,No,No,57.00,Fiber optic,No,One year,Yes,No
69.40,Male,0.00,No,No,62.00,DSL,Yes,Two year,No,No
20.35,Female,0.00,Yes,Yes,15.00,No,No internet service,One year,No,No
20.35,Male,0.00,No,No,2.00,No,No internet service,Month-to-month,No,Yes
104.30,Female,0.00,Yes,No,70.00,Fiber optic,No,Two year,Yes,No
44.95,Female,0.00,Yes,Yes,21.00,DSL,No,Month-to-month,Yes,No
49.45,Female,0.00,No,Yes,23.00,DSL,No,One year,Yes,No
20.60,Male,0.00,No,No,6.00,No,No internet service,One year,No,No
19.55,Male,0.00,Yes,Yes,4.00,No,No internet service,Two year,No,No
99.00,Female,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
93.50,Female,0.00,No,No,23.00,Fiber optic,No,Month-to-month,Yes,No
54.55,Male,0.00,No,No,26.00,DSL,No,One year,No,No
20.05,Female,0.00,No,Yes,8.00,No,No internet service,Month-to-month,No,No
83.95,Male,0.00,No,No,26.00,Fiber optic,No,Month-to-month,Yes,Yes
79.45,Male,0.00,No,No,2.00,Fiber optic,Yes,Month-to-month,Yes,No
116.20,Male,0.00,No,No,67.00,Fiber optic,Yes,Two year,No,Yes
93.70,Female,0.00,Yes,No,71.00,Fiber optic,No,Two year,Yes,Yes
79.85,Female,0.00,No,No,59.00,DSL,Yes,One year,No,No
100.00,Male,0.00,Yes,Yes,39.00,Fiber optic,No,One year,No,No
19.60,Male,0.00,No,Yes,21.00,No,No internet service,Two year,No,No
19.70,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,Yes
20.20,Female,0.00,Yes,Yes,48.00,No,No internet service,Two year,No,No
50.40,Female,1.00,Yes,No,31.00,DSL,Yes,One year,Yes,No
113.35,Female,0.00,Yes,Yes,64.00,Fiber optic,Yes,One year,No,No
80.00,Male,0.00,Yes,Yes,46.00,Fiber optic,Yes,Month-to-month,Yes,No
80.95,Female,0.00,No,No,52.00,DSL,No,Two year,Yes,No
24.90,Female,0.00,Yes,Yes,67.00,No,No internet service,Two year,Yes,No
54.90,Female,1.00,No,No,67.00,DSL,Yes,Month-to-month,No,No
75.55,Female,0.00,No,No,5.00,Fiber optic,No,Month-to-month,No,Yes
109.25,Female,0.00,Yes,No,71.00,Fiber optic,Yes,Two year,No,No
77.65,Female,0.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,Yes
95.00,Female,1.00,No,No,26.00,Fiber optic,Yes,Month-to-month,Yes,Yes
116.30,Male,0.00,No,No,71.00,Fiber optic,Yes,One year,Yes,No
19.90,Female,0.00,No,No,32.00,No,No internet service,Month-to-month,No,No
70.35,Female,0.00,No,No,2.00,Fiber optic,No,Month-to-month,No,No
25.60,Female,0.00,Yes,No,71.00,No,No internet service,Two year,No,No
44.45,Female,0.00,No,No,60.00,DSL,No,One year,Yes,No
100.15,Female,1.00,No,No,55.00,Fiber optic,No,One year,Yes,No
105.40,Male,0.00,No,No,54.00,Fiber optic,Yes,One year,Yes,Yes
95.85,Male,0.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
73.85,Female,0.00,No,No,6.00,Fiber optic,No,Month-to-month,Yes,No
70.10,Female,0.00,Yes,Yes,48.00,DSL,Yes,Two year,Yes,No
25.25,Male,0.00,Yes,Yes,63.00,No,No internet service,Two year,No,No
79.15,Male,0.00,No,No,1.00,Fiber optic,Yes,Month-to-month,Yes,Yes
21.05,Male,0.00,No,Yes,12.00,No,No internet service,Month-to-month,No,No
24.95,Male,1.00,Yes,No,54.00,DSL,No,Month-to-month,Yes,No
64.50,Female,0.00,Yes,Yes,30.00,DSL,No,One year,Yes,No
19.65,Female,0.00,Yes,No,30.00,No,No internet service,Month-to-month,No,Yes
79.00,Female,0.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,Yes
105.95,Female,0.00,No,No,40.00,Fiber optic,No,One year,Yes,No
75.85,Female,0.00,Yes,Yes,9.00,Fiber optic,No,Month-to-month,Yes,No
91.85,Female,0.00,Yes,Yes,17.00,Fiber optic,No,Month-to-month,No,Yes
43.60,Female,0.00,No,No,62.00,DSL,Yes,Two year,Yes,No
91.25,Male,0.00,No,No,28.00,Fiber optic,Yes,One year,Yes,No
89.75,Female,0.00,No,No,70.00,DSL,Yes,Two year,No,No
104.40,Female,0.00,No,No,46.00,Fiber optic,Yes,Two year,Yes,No
90.15,Female,0.00,Yes,No,23.00,Fiber optic,No,Month-to-month,No,No
40.30,Male,0.00,Yes,Yes,47.00,DSL,No,One year,No,No
105.25,Male,0.00,Yes,Yes,68.00,Fiber optic,Yes,Two year,Yes,No
106.00,Female,1.00,No,No,60.00,Fiber optic,No,One year,Yes,Yes
104.00,Female,0.00,No,Yes,67.00,Fiber optic,Yes,Two year,Yes,No
69.65,Female,0.00,No,No,14.00,DSL,No,Month-to-month,Yes,No
74.30,Male,0.00,Yes,Yes,57.00,Fiber optic,No,Month-to-month,Yes,No
100.90,Female,0.00,Yes,Yes,55.00,Fiber optic,No,One year,No,No
20.25,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,No
49.90,Male,0.00,No,Yes,1.00,DSL,No,Month-to-month,Yes,Yes
96.90,Male,0.00,No,No,23.00,Fiber optic,No,Month-to-month,Yes,No
100.35,Female,0.00,No,No,13.00,Fiber optic,No,Month-to-month,Yes,Yes
104.10,Male,0.00,Yes,No,47.00,Fiber optic,Yes,Month-to-month,Yes,No
20.10,Male,0.00,No,No,38.00,No,No internet service,One year,No,No
74.95,Female,1.00,Yes,No,38.00,Fiber optic,No,Month-to-month,Yes,Yes
56.55,Female,1.00,No,No,2.00,DSL,Yes,Month-to-month,Yes,No
49.25,Male,1.00,Yes,Yes,1.00,DSL,No,Month-to-month,Yes,Yes
68.60,Male,0.00,Yes,No,15.00,Fiber optic,No,Month-to-month,Yes,No
69.05,Female,0.00,No,No,26.00,Fiber optic,No,Month-to-month,Yes,No
19.70,Female,0.00,Yes,Yes,35.00,No,No internet service,Two year,No,No
20.05,Male,0.00,No,Yes,3.00,No,No internet service,Month-to-month,Yes,No
103.70,Male,0.00,Yes,Yes,50.00,Fiber optic,Yes,Month-to-month,No,Yes
94.40,Male,0.00,Yes,No,42.00,Fiber optic,No,Month-to-month,Yes,No
54.95,Male,0.00,Yes,No,10.00,DSL,No,Month-to-month,Yes,No
93.70,Female,0.00,Yes,No,61.00,Fiber optic,Yes,One year,No,No
110.25,Female,0.00,No,No,68.00,Fiber optic,Yes,Two year,No,No
98.90,Male,0.00,No,No,10.00,Fiber optic,No,One year,Yes,No
89.75,Male,0.00,Yes,No,65.00,Fiber optic,Yes,One year,No,Yes
80.45,Female,0.00,Yes,Yes,72.00,DSL,No,Two year,Yes,No
79.40,Male,0.00,Yes,Yes,55.00,Fiber optic,Yes,Month-to-month,No,No
20.30,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,Yes
62.80,Female,0.00,No,No,7.00,DSL,No,Month-to-month,No,No
74.90,Female,0.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,No
74.85,Female,0.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,No
25.85,Male,0.00,No,Yes,27.00,No,No internet service,Two year,Yes,No
101.95,Male,1.00,Yes,No,7.00,Fiber optic,No,Month-to-month,Yes,Yes
68.30,Female,0.00,Yes,No,64.00,DSL,Yes,Two year,Yes,No
48.40,Male,0.00,No,No,70.00,DSL,No,Two year,No,No
94.00,Male,1.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
105.05,Male,1.00,No,No,67.00,Fiber optic,Yes,Two year,Yes,No
89.30,Female,0.00,No,No,45.00,Fiber optic,Yes,Month-to-month,Yes,Yes
25.15,Female,0.00,No,No,24.00,No,No internet service,Two year,No,No
19.50,Male,0.00,Yes,Yes,4.00,No,No internet service,Two year,No,No
92.95,Male,0.00,Yes,Yes,44.00,Fiber optic,No,Month-to-month,Yes,No
20.70,Female,0.00,Yes,Yes,72.00,No,No internet service,Two year,Yes,No
74.30,Female,0.00,No,No,1.00,Fiber optic,Yes,Month-to-month,Yes,Yes
19.35,Male,0.00,No,No,66.00,No,No internet service,Two year,No,No
44.65,Male,0.00,No,No,1.00,DSL,Yes,Month-to-month,Yes,Yes
84.05,Male,0.00,Yes,Yes,13.00,Fiber optic,No,Month-to-month,No,Yes
80.70,Male,0.00,No,No,10.00,Fiber optic,Yes,Month-to-month,Yes,Yes
104.35,Male,1.00,Yes,No,65.00,Fiber optic,Yes,Month-to-month,Yes,No
19.55,Male,0.00,No,Yes,1.00,No,No internet service,Month-to-month,No,No
74.05,Male,0.00,Yes,Yes,38.00,DSL,Yes,One year,No,No
40.10,Male,0.00,No,Yes,23.00,DSL,No,Two year,No,No
20.10,Female,0.00,Yes,No,10.00,No,No internet service,One year,No,No
101.70,Male,0.00,No,Yes,4.00,Fiber optic,Yes,Month-to-month,Yes,Yes
83.55,Male,0.00,Yes,Yes,72.00,DSL,No,Two year,Yes,No
56.85,Female,0.00,Yes,No,35.00,DSL,Yes,Month-to-month,No,No
20.40,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,Yes
19.55,Female,0.00,Yes,Yes,58.00,No,No internet service,Two year,No,No
106.15,Male,0.00,Yes,Yes,70.00,Fiber optic,Yes,One year,Yes,No
78.95,Male,0.00,Yes,Yes,38.00,DSL,Yes,One year,No,No
49.75,Female,0.00,Yes,Yes,60.00,DSL,Yes,Month-to-month,Yes,No
92.40,Male,0.00,No,No,26.00,Fiber optic,Yes,Month-to-month,Yes,No
58.20,Female,0.00,No,No,8.00,DSL,Yes,One year,No,No
102.60,Male,0.00,Yes,Yes,41.00,Fiber optic,No,One year,Yes,Yes
91.95,Female,1.00,Yes,No,36.00,Fiber optic,Yes,Month-to-month,Yes,No
65.25,Male,1.00,No,No,54.00,DSL,No,One year,No,No
106.00,Male,0.00,Yes,Yes,71.00,Fiber optic,Yes,Two year,Yes,Yes
73.10,Female,0.00,No,No,55.00,Fiber optic,No,Month-to-month,Yes,No
59.75,Female,0.00,No,No,72.00,DSL,Yes,Two year,No,No
55.10,Female,0.00,No,Yes,3.00,DSL,No,Month-to-month,Yes,Yes
59.80,Female,0.00,Yes,Yes,54.00,DSL,Yes,Two year,Yes,No
116.60,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
109.30,Male,0.00,No,No,52.00,Fiber optic,No,Two year,Yes,No
101.40,Female,1.00,No,No,60.00,Fiber optic,No,One year,Yes,No
50.65,Female,0.00,No,No,39.00,DSL,No,Month-to-month,Yes,No
56.15,Female,0.00,No,No,15.00,DSL,No,One year,No,No
106.50,Male,0.00,No,No,69.00,Fiber optic,No,Two year,Yes,Yes
19.20,Male,0.00,Yes,Yes,43.00,No,No internet service,One year,Yes,No
83.00,Female,1.00,No,No,63.00,DSL,Yes,One year,No,No
70.10,Male,1.00,Yes,No,2.00,Fiber optic,No,Month-to-month,No,No
108.30,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
91.05,Female,0.00,Yes,Yes,32.00,Fiber optic,No,Month-to-month,Yes,Yes
25.25,Male,0.00,Yes,Yes,40.00,No,No internet service,Two year,No,No
